modelIdentifier;supplierOrTrademark;powerOnModeSDR;category
 L32X9014PLUS;TD SYSTEMS;31.0;TELEVISION
55P638X1;TCL;59.0;TELEVISION
65P638KX1;TCL;98.0;TELEVISION
Wegavision OLED55A;NORDMENDE;113.0;TELEVISION
50LUS122T;manta;65.0;TELEVISION
50ePlay6100-U;ALLVIEW;86.0;TELEVISION
IP-QLE50/411579;Silver;53.0;TELEVISION
M28U AE;GIGABYTE;27.0;MONITOR
GQ43LS05BAU;Samsung;65.0;TELEVISION
GQ43QN94BAT;Samsung;60.0;TELEVISION
GQ65QN93BAT;Samsung;111.0;TELEVISION
GQ85QN92BAT;Samsung;146.0;TELEVISION
LED-40T22S2 SMART;Arielli;36.0;TELEVISION
LED-43T22S2 SMART;Arielli;42.0;TELEVISION
D32QOEF;Voxicon;33.0;MONITOR
32A11H315FL;VOX Electronics;27.1;TELEVISION
43A11F315FL;VOX Electronics;50.2;TELEVISION
50A11U672B;VOX Electronics;64.0;TELEVISION
65A11U672B;VOX Electronics;101.2;TELEVISION
65A9H;Hisense;110.0;TELEVISION
65A91H;Hisense;110.0;TELEVISION
65A90HCH;Hisense;110.0;TELEVISION
65A96HCH;Hisense;110.0;TELEVISION
65A90HTUK;Hisense;110.0;TELEVISION
65A91HTUK;Hisense;110.0;TELEVISION
HG55AU800EA;Samsung;90.0;TELEVISION
L27q-38(C21270QL0);Lenovo;22.0;MONITOR
QE50Q80BAT;Samsung;94.0;TELEVISION
VXV655ULN;Voxicon;82.0;MONITOR
OLED83C26LA;LG Electronics Inc.;150.0;TELEVISION
LW-2202;AG Neovo;15.5;MONITOR
ST50VD V2;Majestic;85.0;TELEVISION
TK43QLEDA22TB;TECHWOOD;54.0;TELEVISION
55 CUA 8290 Paris DED000;GRUNDIG;87.0;TELEVISION
75C635X1;TCL;160.0;TELEVISION
55C635X1;TCL;75.0;TELEVISION
75C631X1;TCL;160.0;TELEVISION
50QLED760X1;TCL;75.0;TELEVISION
43C631X1;TCL;65.0;TELEVISION
55C835KX1;TCL;103.0;TELEVISION
65C831X1;TCL;136.0;TELEVISION
32S5209KX1;TCL;29.0;TELEVISION
S530L50U;NPG;63.0;TELEVISION
42 HYN 7710 UHD;HYUNDAI;40.0;TELEVISION
65QNED873QB;LG Electronics Inc.;108.0;TELEVISION
65QNED879QB;LG Electronics Inc.;108.0;TELEVISION
75QNED873QB;LG Electronics Inc.;135.0;TELEVISION
75QNED879QB;LG Electronics Inc.;135.0;TELEVISION
50UQ70003LB;LG Electronics;87.0;TELEVISION
55UQ70006LB;LG Electronics;102.0;TELEVISION
86QNED819QA;LG Electronics Inc.;171.0;TELEVISION
PFF-1024WHITE;Denver;4.6;OTHER
Modern MD241P Ultramarine ;MSI;18.0;MONITOR
RGD2461AMI;DIVA Laboratories. Ltd. ;15.6;MONITOR
75C735KX1;TCL;172.0;TELEVISION
98C731X1;TCL;240.0;TELEVISION
75QLED860X1;TCL;172.0;TELEVISION
V32H4000;VANGUARD;32.0;TELEVISION
PAR 5500 (SN55UIL402-0216);SUNNY;86.0;TELEVISION
DigiFrame 17 Motion;BRAUN Photo Technik GmbH ;11.0;OTHER
QLED43OD700;LUXOR;54.0;TELEVISION
VXD-G324KP;Voxicon;23.0;MONITOR
34WQ65X;LG Electronics;30.8;MONITOR
35BN75CN;LG Electronics;38.9;MONITOR
35BN77CN;LG Electronics;38.9;MONITOR
32QP880N;LG Electronics;36.6;MONITOR
27UP550N;LG Electronics;28.5;MONITOR
INTV-43AF2300;INFINITON;66.0;TELEVISION
INTV-58AF2300;INFINITON;112.0;TELEVISION
65PUS8107/12;PHILIPS;101.0;TELEVISION
75PUS8007/12;PHILIPS;140.0;TELEVISION
55PUS8007/62;PHILIPS;77.0;TELEVISION
LC-M24-FHD-75;LC-Power;18.0;MONITOR
65QNED969QA;LG Electronics Inc.;111.0;TELEVISION
S25BG400EU;Samsung;18.0;MONITOR
T27i-30(A22270FT0);Lenovo;24.0;MONITOR
DIF-M24-FHD;difinity;18.0;MONITOR
TK39HDS22B;TECHWOOD;36.0;TELEVISION
TBSAND504KPR02;POLAROID;86.0;TELEVISION
OR 32550 HD;ORIMA;32.0;TELEVISION
OR39505;ORIMA;36.0;TELEVISION
24SUN22V12;SUNSTECH;18.0;TELEVISION
TECHNIVISION HD32AW MOBIL;TechniSat;32.0;TELEVISION
QE55LS01BBU;Samsung;110.0;TELEVISION
QE65LS01BBU;Samsung;118.0;TELEVISION
86QNED869QA;LG Electronics Inc.;169.0;TELEVISION
IP-LE40/410920;Silver;36.0;TELEVISION
DigiFrame 159 8GB Business Line;BRAUN Photo Technik GmbH ;8.9;OTHER
LD24CGH222;GRANDIN;21.0;TELEVISION
TKA65QL22B;TECHWOOD;85.0;TELEVISION
SL43660US;SCHAUB LORENZ;54.0;TELEVISION
SL50660US;SCHAUB LORENZ;71.0;TELEVISION
55PUS8887/12;PHILIPS;82.0;TELEVISION
65PUS8807/62;PHILIPS;103.0;TELEVISION
65PUS8837/12;PHILIPS;103.0;TELEVISION
65PUS8857/12;PHILIPS;103.0;TELEVISION
65PUS8897/12;PHILIPS;103.0;TELEVISION
IP-LE40/411320;Silver;36.0;TELEVISION
BF32H2322CGKB;BLAUPUNKT;31.0;TELEVISION
NVR-7710-40FHD2S-B;Nevir;43.0;TELEVISION
NVR-7710-39RD2S-N ;Nevir;42.0;TELEVISION
55RC630KX1;TCL;70.0;TELEVISION
TVSAND32HDPR05;POLAROID;32.0;TELEVISION
TVS50U4KPR01;POLAROID;84.0;TELEVISION
UE55AU7092U;Samsung;84.0;TELEVISION
S24R35AFHU;Samsung;21.0;MONITOR
DigiFrame 1518 WiFi;BRAUN Photo Technik GmbH ;6.8;OTHER
LT-50VU2205;JVC;71.0;TELEVISION
43PUS8107/12;PHILIPS;51.0;TELEVISION
ND55F01;Turbo-X;82.0;TELEVISION
65PUS8517/12;PHILIPS;109.0;TELEVISION
58PUS8507/62;PHILIPS;78.0;TELEVISION
50PUS8807/62;PHILIPS;70.0;TELEVISION
50PUS8857/12;PHILIPS;70.0;TELEVISION
50PUS8897/12;PHILIPS;70.0;TELEVISION
UE43BU8075U;Samsung;72.0;TELEVISION
UE50BU8075U;Samsung;78.0;TELEVISION
GQ55LS01BBU;Samsung;110.0;TELEVISION
40ATS5100-F;ALLVIEW;48.0;TELEVISION
MOVIE SMART 32 XT V3;DYON;30.1;TELEVISION
32ATC5000-H;ALLVIEW;30.0;TELEVISION
TK65UHDS21B-2;TECHWOOD;109.0;TELEVISION
65QNED876QB;LG Electronics Inc.;108.0;TELEVISION
IP-LE50/410884;Silver;53.0;TELEVISION
S27B800PXU;Samsung;26.0;MONITOR
43PUS8807/12;PHILIPS;53.0;TELEVISION
43PUS8837/12;PHILIPS;53.0;TELEVISION
43PUS8857/12;PHILIPS;53.0;TELEVISION
50PUS8887/12;PHILIPS;70.0;TELEVISION
GQ85Q71AAT;Samsung;141.0;TELEVISION
TBSAND434KPR01;POLAROID;66.0;TELEVISION
UE65BU8575U;Samsung;124.0;TELEVISION
UE70BU8005K;Samsung;140.0;TELEVISION
55PUS8807/62;PHILIPS;82.0;TELEVISION
55PUS8837/12;PHILIPS;82.0;TELEVISION
55PUS8857/12;PHILIPS;82.0;TELEVISION
UE50AU7040K;Samsung;71.0;TELEVISION
UE50AU7022K;Samsung;71.0;TELEVISION
UE55AU7020K;Samsung;84.0;TELEVISION
UE55AU7040K;Samsung;84.0;TELEVISION
UE65AU7095U;Samsung;100.0;TELEVISION
SMART24 LS2 A11;TELE System;18.0;TELEVISION
Q27WCF;JVC;28.0;MONITOR
75UQ80009LK;LG Electronics Inc.;135.0;TELEVISION
65UQ81006LK;LG Electronics Inc.;99.9;TELEVISION
65UQ81009LK;LG Electronics Inc.;99.9;TELEVISION
43P631X1;TCL;48.0;TELEVISION
43RC630KX1;TCL;60.0;TELEVISION
50P731KX1;TCL;57.0;TELEVISION
50P731X1;TCL;57.0;TELEVISION
50RP631KX1;TCL;55.0;TELEVISION
55P637KX1;TCL;59.0;TELEVISION
50PUS8517/12;PHILIPS;65.0;TELEVISION
58PUS8517/12;PHILIPS;78.0;TELEVISION
43PUS8007/12;PHILIPS;51.0;TELEVISION
43PUS8057/12;PHILIPS;51.0;TELEVISION
43PUS8007/62;PHILIPS;51.0;TELEVISION
40 FS02T2S2;ECG;36.0;TELEVISION
DR-17G;AG Neovo;12.7;MONITOR
29WQ60A;LG Electronics;21.6;MONITOR
35WN75CN;LG Electronics;38.9;MONITOR
DS-62M24FH-C;HIKVISION;17.4;MONITOR
Q27h-20(A22270QQ0);Lenovo;26.0;MONITOR
BN24H1372EEB;BLAUPUNKT;17.7;TELEVISION
Kiano Elegance 32 2022;KIANO;32.0;TELEVISION
TEK22E;TELECO s.p.a;13.6;TELEVISION
INTV-50AF2300;INFINITON;86.0;TELEVISION
70PUS7607/12;PHILIPS;109.0;TELEVISION
27V5C/BK;AOC;21.0;MONITOR
LTV 2409 SMART;TREVI;20.8;TELEVISION
We. SEE 43 60512*70;We. by Loewe;60.0;TELEVISION
XUB2792QSN-B1 A;IIYAMA CORPORATION;21.5;MONITOR
65PML9507/12;PHILIPS;106.0;TELEVISION
GB3468WQSU-B1;IIYAMA CORPORATION;39.7;MONITOR
22NE5000;NEI;20.0;TELEVISION
Lunis 42TY92 OLED twin R;Metz;58.0;TELEVISION
Lunis 55TY92 OLED twin R;Metz;94.0;TELEVISION
SSN-24BZ;HUAWEI;18.5;MONITOR
15B1;KOORUI;7.0;MONITOR
65PUS8057/12;PHILIPS;101.0;TELEVISION
XR-55X90S;SONY;83.0;TELEVISION
DHI-LDH32-SAI200K;Dahua;32.0;SIGNAGE
NXM24RWC01;NILOX;21.2;OTHER
APPTPV18;APPROX;24.0;OTHER
APPTPV05;APPROX;14.7;OTHER
APPTPV21;APPROX;22.0;OTHER
LC-M34-UWQHD-100-C-V3;LC-Power;30.6;MONITOR
T27h-30(A22270QT0);Lenovo;27.0;MONITOR
VM46B-U;Samsung;128.0;SIGNAGE
BN40F1372EEB;BLAUPUNKT;36.0;TELEVISION
G27CQ5;MSI;26.0;MONITOR
G32C4 E2;MSI;27.0;MONITOR
43PUS7607/62;PHILIPS;51.0;TELEVISION
ST24VD V1;Majestic;24.0;TELEVISION
LT-55KQ800;JVC;64.0;TELEVISION
LT-65KQ800;JVC;85.0;TELEVISION
QLED5031UHDA;Andersson;54.0;TELEVISION
QLED6531UHDA;Andersson;85.0;TELEVISION
ET2203LM H;Elo ;27.7;MONITOR
S32BG850NU;Samsung;40.8;MONITOR
GR39F1600;GRAETZ;42.0;TELEVISION
XU2793HSU-B4 A;IIYAMA CORPORATION;18.9;MONITOR
GR55F1850;GRAETZ;86.0;TELEVISION
ColorEdge CG2700X;EIZO;36.0;MONITOR
TH-50EQ2W;Panasonic;146.0;SIGNAGE
iFF65Q72X1;iFFALCON;95.0;TELEVISION
iFF50U62X1;iFFALCON;58.0;TELEVISION
iFF43Q72KX1;iFFALCON;65.0;TELEVISION
iFF43Q72X1;iFFALCON;65.0;TELEVISION
iFF32S52X1;iFFALCON;27.0;TELEVISION
VP227HE;ASUS;14.0;MONITOR
32MTD3001Z;METZ;26.0;TELEVISION
DS-D5B86RB/B;HIKVISION;180.5;OTHER
TL50UHDB22;TUCSON;71.0;TELEVISION
TFL32HDSR22B;TELEFUNKEN;32.0;TELEVISION
CH32GCDG5N;CHiQ;33.0;TELEVISION
43MUD7111Z;METZ;50.0;TELEVISION
M27U;GIGABYTE;26.0;MONITOR
48AN960H0LD;LG Electronics Inc.;64.8;TELEVISION
65P731X1;TCL;88.0;TELEVISION
65P637KX1;TCL;98.0;TELEVISION
75C839X1;TCL;172.0;TELEVISION
75C639X1;TCL;160.0;TELEVISION
65C639X1;TCL;95.0;TELEVISION
55P739X1;TCL;62.0;TELEVISION
50P739X1;TCL;57.0;TELEVISION
43C639X1;TCL;65.0;TELEVISION
43P739X1;TCL;48.0;TELEVISION
43P639X1;TCL;48.0;TELEVISION
XU2293HS-B4 A;IIYAMA CORPORATION;11.5;MONITOR
T1624MSC-B1;IIYAMA CORPORATION;10.7;MONITOR
XUB3493WQSU-B1 A;IIYAMA CORPORATION;31.6;MONITOR
27V5CE/BK;AOC;21.0;MONITOR
24V5C/BK;AOC;18.0;MONITOR
55PML9507/12;PHILIPS;80.0;TELEVISION
SRT 43UD7553;STRONG;66.0;TELEVISION
EI322QK A;acer;28.0;MONITOR
PMO S272-IFC;PEAQ;26.0;MONITOR
G271CQP E2;MSI;32.0;MONITOR
C2220S;cello ;20.0;TELEVISION
DFU-0420-871;ad notam;66.3;MONITOR
75U82HQ;Hisense;140.0;TELEVISION
75U88HQNE;Hisense;140.0;TELEVISION
75U87HQ;Hisense;140.0;TELEVISION
32MTD4001Z;METZ;26.0;TELEVISION
GL-2435;GABA;17.0;MONITOR
GL-2411T;GABA;24.0;MONITOR
PMO S242-VFC;PEAQ;21.0;MONITOR
48A89HNE;Hisense;62.0;TELEVISION
48A8DHTUK;Hisense;62.0;TELEVISION
B2410 TE;FUJITSU;11.1;MONITOR
55C835KX2;TCL;84.0;TELEVISION
65C835KX2;TCL;111.0;TELEVISION
PD2506QA;BenQ;31.8;PROFESSIONAL_DISPLAY
QM43B-T;Samsung;73.0;SIGNAGE
APPM24SWB;APPROX;21.0;OTHER
FL2D5007UH;F&U;71.0;TELEVISION
65UQ751C0LF;LG Electronics Inc.;108.0;TELEVISION
43UQ751C0LF;LG Electronics Inc.;54.0;TELEVISION
55UQ751C5LF;LG Electronics Inc.;81.0;TELEVISION
T22i-30(D22215FT0);Lenovo;10.5;MONITOR
V27c G5 (HSD-0136-A);HP, Inc.;21.0;MONITOR
27TQ615S;LG Electronics;21.6;TELEVISION
27TQ625S;LG Electronics;21.6;TELEVISION
G27c-30(C22270FG1);Lenovo;21.0;MONITOR
G27qc-30(C22270QG1);Lenovo;25.0;MONITOR
55OLED857/12;PHILIPS;84.0;TELEVISION
65OLED857/12;PHILIPS;112.0;TELEVISION
32GQ950;LG Electronics;40.7;MONITOR
34GP63A;LG Electronics;36.3;MONITOR
V22i G5 (HSD-0128-K);HP, Inc.;14.0;MONITOR
V24ie G5 (HSD-0140-K);HP, Inc.;15.0;MONITOR
24H1112Ex;BLAUPUNKT;17.0;TELEVISION
Pissarro DPF-120;Rollei;4.6;OTHER
TF2234MC-B7AGB A;IIYAMA CORPORATION;14.7;MONITOR
T2234MSC-B7X C;IIYAMA CORPORATION;14.7;MONITOR
G32qc-30(A22315QG0);Lenovo;32.0;MONITOR
32MTD7000Z;METZ;26.0;TELEVISION
PA248CNV;ASUS;18.9;MONITOR
S27AG32ANU;Samsung;19.0;MONITOR
70UQ81003LK;LG Electronics Inc.;124.0;TELEVISION
QL55DMA66UB;DAEWOO;77.0;TELEVISION
VM-UHD43M;eneo;48.1;MONITOR
1T-C32EJx;SHARP;25.0;TELEVISION
URP49;Planar;77.4;SIGNAGE
URP55;Planar;84.1;SIGNAGE
G242C;MSI;17.0;MONITOR
48A87H;Hisense;62.0;TELEVISION
48A85HCH;Hisense;62.0;TELEVISION
48A8DH;Hisense;62.0;TELEVISION
48A8EH;Hisense;62.0;TELEVISION
48A8FH;Hisense;62.0;TELEVISION
75C831X1;TCL;172.0;TELEVISION
VG246HA1A;ASUS;13.0;MONITOR
LT-43VU6205;JVC;54.0;TELEVISION
LT-43VAQ6235;JVC;51.0;TELEVISION
LT-43VAQ7235;JVC;51.0;TELEVISION
LT-50VAQ6235;JVC;54.0;TELEVISION
LT-50VAQ7235;JVC;54.0;TELEVISION
LT-65VAQ8235;JVC;85.0;TELEVISION
FT24TMCAPOFHBOB;faytech;10.0;MONITOR
LEDTV32A2T2;eSTAR;26.0;TELEVISION
ENTER 32 PRO X2 V2;DYON;32.0;TELEVISION
2T-C42EE2EF2NB;SHARP;42.0;TELEVISION
4T-C42EH7KF2FB;SHARP;51.0;TELEVISION
75U87HQCH;Hisense;140.0;TELEVISION
TV-32LE114T2S2;VIVAX;26.0;TELEVISION
TV-40LE114T2S2;VIVAX;36.0;TELEVISION
RDD0020;CORSAIR;34.1;MONITOR
VH55B-E;Samsung;186.0;SIGNAGE
P24q-30(D22238QP1);Lenovo;16.0;MONITOR
B278U;acer;26.0;MONITOR
24HV10T1;SmartTech;18.0;TELEVISION
50UV10V1;SmartTech;53.0;TELEVISION
40A4HACH;Hisense;38.0;TELEVISION
OTV 40GF-5022S;ok.;39.0;TELEVISION
24LTC2100/1;Salora;18.0;TELEVISION
TKA58UHD22B;TECHWOOD;70.0;TELEVISION
85C731X1;TCL;203.0;TELEVISION
A Series 32LE10K ;VIVAX;26.0;TELEVISION
A Series 58UHD10K;VIVAX;91.0;TELEVISION
A Series 65UHD10K ;VIVAX;111.0;TELEVISION
Q Series 65Q10C ;VIVAX;137.0;TELEVISION
MD 32043;MEDION;51.0;TELEVISION
MD 32046;MEDION;85.0;TELEVISION
LED-408FHD;AIWA;45.0;TELEVISION
LED-438UHD;AIWA;54.0;TELEVISION
LED-658UHD-SLIM;AIWA;109.0;TELEVISION
QLED-855UHD-SLIM;AIWA;77.0;TELEVISION
L22-28(H20215FE0);Lenovo;12.8;MONITOR
Y27-30(F22270FY0);Lenovo;21.5;MONITOR
Y27h-30(F22270QY1);Lenovo;26.1;MONITOR
NI-55UA5001S;Nilait;82.0;TELEVISION
MD 31820;MEDION;51.0;TELEVISION
XB273K LV;acer;26.0;MONITOR
2T-C40FGx;SHARP;36.0;TELEVISION
42LX1Q3LA;LG Electronics Inc.;51.9;TELEVISION
42LX1Q9LA;LG Electronics Inc.;51.9;TELEVISION
55LX1Q3LA;LG Electronics Inc.;81.0;TELEVISION
RE7503;BenQ;272.0;SIGNAGE
RE8603;BenQ;447.0;SIGNAGE
32A4HA;Hisense;27.0;TELEVISION
32A4FHACH;Hisense;27.0;TELEVISION
LED-2470MB;Denver;20.3;TELEVISION
Elegance TV 43;KIANO;51.0;TELEVISION
QE43QN94BAT;Samsung;60.0;TELEVISION
VM-FHD22M;eneo;19.3;MONITOR
UD43CSH223S;SABA;66.0;TELEVISION
LH5070UHB-B1;IIYAMA CORPORATION;108.0;SIGNAGE
4T-C50EP4EM2AB;SHARP;83.0;TELEVISION
4T-C50EP6EM2AB;SHARP;83.0;TELEVISION
4T-C55EQ6EM2AB;SHARP;102.0;TELEVISION
BA40F4302LEKB;BLAUPUNKT;45.0;TELEVISION
S32H01;BOLVA ;31.1;TELEVISION
VM-FHD32M;eneo;30.1;MONITOR
1551212 test;KIMEX;50.0;SIGNAGE
Smart TV HNE32GV210C;Nokia;32.0;TELEVISION
TQL24HDPR02;POLAROID;19.0;TELEVISION
TQL24HDPR03;POLAROID;19.0;TELEVISION
GR50D8850;GRAETZ;65.0;TELEVISION
DL-TV24HD-002;DUAL;19.0;TELEVISION
T111A;Gechic;8.0;MONITOR
VS19179(VP16-OLED);ViewSonic;6.0;MONITOR
bild i.55 dr+ 60433*20;LOEWE.;87.0;TELEVISION
bild i.55 dr+ 60433*21;LOEWE.;87.0;TELEVISION
bild i.55 dr+ 60433*75;LOEWE.;87.0;TELEVISION
65UQ79009LA;LG Electronics Inc.;99.9;TELEVISION
75C831X2;TCL;140.0;TELEVISION
55C831X2;TCL;84.0;TELEVISION
P27h G5 (HSD-0135-K);HP, Inc.;16.0;MONITOR
U34G3XM/EU;AOC;31.0;MONITOR
V27ie G5 (HSD-0141-K);HP, Inc.;16.0;MONITOR
SDM-F27M30;SONY;21.6;MONITOR
SSNB-24BZ;HUAWEI;17.0;MONITOR
MNA89MS1BAC;Samsung;535.0;PROFESSIONAL_DISPLAY
40F4382Qx;BLAUPUNKT;36.0;TELEVISION
DFU-0320-074;ad notam;33.0;MONITOR
DFU-0320-075;ad notam;33.1;MONITOR
ALU10050;CECOTEC;54.0;TELEVISION
VQU10043;CECOTEC;51.0;TELEVISION
VQU10055;CECOTEC;64.0;TELEVISION
VS18622(IFP6562);ViewSonic;161.0;MONITOR
VS18624(IFP8662);ViewSonic;200.0;MONITOR
HV24F1;HKC;40.0;TELEVISION
KD-32W804/1;SONY;27.0;TELEVISION
55 ST6650;NABO;82.0;TELEVISION
YMC-70201;Yeyian;50.0;OTHER
32MEHD20CJ;MERLIN;32.0;TELEVISION
LH9852UHS-B3;IIYAMA CORPORATION;462.0;SIGNAGE
24 HS02T2S2;ECG;18.0;TELEVISION
Taris 43TY89 UHD twin R;Metz;56.0;TELEVISION
32LED5022;PROSONIC;32.0;TELEVISION
TIO Flex 24i(A22238FT0);Lenovo;15.0;MONITOR
LT-50FA120;JVC;54.0;TELEVISION
SA272;acer;21.0;MONITOR
SB272;acer;21.0;MONITOR
32 GGH 6700B DSH000;GRUNDIG;27.0;TELEVISION
CELED50SAV222B6;Continental Edison;53.0;TELEVISION
XB3288UHSU-B1 A;IIYAMA CORPORATION;33.0;MONITOR
55UF3D63DAX;TOSHIBA;77.0;TELEVISION
LT-24VH5155W;JVC;21.0;TELEVISION
LT-32VAF5055;JVC;32.0;TELEVISION
LT-32VHE5155;JVC;32.0;TELEVISION
MD 31562;MEDION;77.0;TELEVISION
MD 31863;MEDION;85.0;TELEVISION
DigiFrame 1901 8GB (21250);BRAUN Photo Technik GmbH;22.0;OTHER
27MQ70QC;LG Electronics;26.0;MONITOR
DTH271;Wacom;41.0;PROFESSIONAL_DISPLAY
6422;Travel Vision;20.0;TELEVISION
40iPlay6000-F;ALLVIEW;0.1;TELEVISION
CL43UHDSW22B;CLAYTON;54.0;TELEVISION
B19-9 LS;FUJITSU;9.7;MONITOR
4T-C55ELx;SHARP;81.0;TELEVISION
T27h-37(A22270QT0);Lenovo;27.0;MONITOR
XUB2793QS-B1;IIYAMA CORPORATION;24.6;MONITOR
32A45G;Hisense;27.0;TELEVISION
40A44G;Hisense;38.0;TELEVISION
Royal Line III 24 Smart (Ver.V9.2);Megasat;22.0;TELEVISION
VS18786;ViewSonic;170.0;MONITOR
32MEHD21CJ;MERLIN;32.0;TELEVISION
S32NOSHD21CJ;NOVUM;32.0;TELEVISION
43MES4K21CJ;MERLIN;65.0;TELEVISION
55MES4K21CJ;MERLIN;93.0;TELEVISION
SC55MES4K21CJ;MERLIN;93.0;TELEVISION
QLED70UHDS;BUSH;114.0;TELEVISION
X2283HSU-B1;IIYAMA CORPORATION;15.4;MONITOR
PFF-1042LW;Denver;5.0;OTHER
SMART 42 AD-2;DYON;51.0;TELEVISION
55UQ79003LA;LG Electronics Inc.;81.9;TELEVISION
PM168QKT;acer;10.0;MONITOR
B2711TF;FUJITSU;15.0;MONITOR
Z32k G3 (HSD-0124-A);HP, Inc.;33.0;MONITOR
70E79HQNE;Hisense;125.0;TELEVISION
70E7HQTUK;Hisense;125.0;TELEVISION
VS18472(IFP7532);ViewSonic;232.0;MONITOR
AVS240SM;AVEL;34.0;TELEVISION
AVS650SM;AVEL;105.0;TELEVISION
27EQ850;LG Electronics;25.8;MONITOR
PF24H2342CGDKB;POLAROID;17.0;TELEVISION
MLE-2704;Denver;22.0;MONITOR
XUB2493QSU-B5;IIYAMA CORPORATION;14.4;MONITOR
50 QL8500;NABO;71.0;TELEVISION
65 QL8500;NABO;85.0;TELEVISION
98C735X2;TCL;200.0;TELEVISION
75C931X2;TCL;141.0;TELEVISION
75C936X2;TCL;141.0;TELEVISION
A32 V1.3;ARYOND;33.0;MONITOR
T32h-30(A22315QT0);Lenovo;32.0;MONITOR
OTV 32AH-5022V;ok.;32.0;TELEVISION
OQ55A1CAGE;Sylvox;85.0;TELEVISION
OQ55A1CAGC;Sylvox;78.8;TELEVISION
LANGATON32 MG;Salora;32.0;TELEVISION
43U750NW;KIVI;50.0;TELEVISION
55U750NW;KIVI;76.0;TELEVISION
S27BG652EU;SAMSUNG;26.0;MONITOR
27E1A;KOORUI;25.0;MONITOR
40F740NB;KIVI;41.0;TELEVISION
L40C9016SPLUS;TD SYSTEMS;47.0;TELEVISION
85P735X2;TCL;168.0;TELEVISION
TECHNIVISION UHD43A;TechniSat;51.0;TELEVISION
TFL32HD22SWBC;TELEFUNKEN;32.0;TELEVISION
65FB7HE5301;HITACHI;109.0;TELEVISION
LT-58VU8156;JVC;70.0;TELEVISION
LT-42VF5156;JVC;40.0;TELEVISION
LT-32VH5156;JVC;32.0;TELEVISION
40S5200X2;TCL;39.0;TELEVISION
40S5209X2;TCL;39.0;TELEVISION
40S6209X2;TCL;39.0;TELEVISION
24-FAWF-8051-12;FINLUX ;21.0;TELEVISION
U24HAA10;Telefusion;40.0;TELEVISION
S34A650UBU;Samsung;31.0;MONITOR
AG275QZN/EU;AOC;26.0;MONITOR
AG275QZ/EU;AOC ;26.0;MONITOR
43XFA4404;Salora;42.0;TELEVISION
LT-24CA220;JVC;17.0;TELEVISION
75QNED7S9QA;LG Electronics Inc.;106.0;TELEVISION
PFF-1064W;Denver;5.4;OTHER
CELED43FHDSA22B6;Continental Edison;42.0;TELEVISION
QE98QN100BT;Samsung;200.0;TELEVISION
T24i-30(F22238FT0);Lenovo;15.0;MONITOR
A27GMF22;ADX;19.8;MONITOR
PRO MP241CAW;MSI ;18.0;MONITOR
4T-C50EH2KF2FB;SHARP;69.0;TELEVISION
QLX55840GSMART;Hyundai;64.0;TELEVISION
40F1372Ex;BLAUPUNKT;36.0;TELEVISION
AT40-2201FHD;Atron;45.0;TELEVISION
OLED65R19LJ;LG Electronics Inc.;111.0;TELEVISION
S27BG650EU;SAMSUNG;26.0;MONITOR
S28BG700EK;Samsung;33.4;MONITOR
G274QPF-QD;MSI;26.0;MONITOR
975935_ED43A06UHD-VE;EDENWOOD;54.0;TELEVISION
975936_ED43E02UHD-VE;EDENWOOD;54.0;TELEVISION
975938_ED65A01UHD-VE;EDENWOOD;109.0;TELEVISION
VG32AQA1A;ASUS;26.8;MONITOR
C32u-40(C22320UD0);Lenovo;33.1;MONITOR
43MUD6011Z;METZ;51.0;TELEVISION
TV00081 TV24 DLHR 12V DIGIQUEST;DIGIQUEST SOLUTIONS SRL;18.0;TELEVISION
XU2294HS-B2;IIYAMA CORPORATION;12.1;MONITOR
65UHD6005;FINLUX ;109.0;TELEVISION
TE32553B45V2DZ;TELEFUNKEN;32.0;TELEVISION
TVQ50X852GWEB;GoGEN;54.0;TELEVISION
39 LA4600;NABO;36.0;TELEVISION
QLED50OD700;LUXOR;65.0;TELEVISION
24DMS34HD;DAEWOO;22.0;TELEVISION
65GM60AE;Hisense;209.6;SIGNAGE
65-FUG-7060;FINLUX;109.0;TELEVISION
OTV 32H-5022C;ok.;31.0;TELEVISION
OTV 43AU-5022C;ok.;66.0;TELEVISION
XUB2492HSU-B5;IIYAMA CORPORATION;14.5;MONITOR
XUB2492HSU-B5 A;IIYAMA CORPORATION;14.5;MONITOR
55GM60A;Hisense;167.8;SIGNAGE
TV__0021;COBAL;18.0;TELEVISION
975952_ED32A04HD-EL;EDENWOOD;26.0;TELEVISION
975953_ED40A00FHD-EL;EDENWOOD;36.0;TELEVISION
UCC55G5N-ESi;CHiQ;77.0;TELEVISION
24H750NW;KIVI;17.0;TELEVISION
32H750NW;KIVI;33.0;TELEVISION
65C931X2;TCL;108.0;TELEVISION
XUB2893UHSU-B5;IIYAMA CORPORATION;26.9;MONITOR
DHI-LM27-B200S;Dahua;20.3;MONITOR
C27-40(D22270FD0);Lenovo;20.0;MONITOR
VS19113;ViewSonic;143.0;MONITOR
VS19114;ViewSonic;158.0;MONITOR
42LX3Q9LA;LG Electronics Inc.;52.0;TELEVISION
65GM60A;Hisense;209.6;SIGNAGE
55GM60AE;Hisense;167.8;SIGNAGE
CELED55SA22B6;Continental Edison;63.0;TELEVISION
XZ270U P;acer;25.7;MONITOR
TV__0022;COBAL;26.0;TELEVISION
